store_id,store_name,city,state,postal_code,region,store_type,opening_date
ST330,Cottage Grove Central Store ST330,Cottage Grove,Minnesota,55016,Central,Standard,2013-01-01
ST331,Eagan Central Store ST331,Eagan,Minnesota,55122,Central,Flagship,2013-01-01
ST332,Lakeville Central Store ST332,Lakeville,Minnesota,55044,Central,Standard,2013-01-01
ST333,Maple Grove Central Store ST333,Maple Grove,Minnesota,55369,Central,Standard,2013-01-01
ST334,Minneapolis Central Store ST334,Minneapolis,Minnesota,55407,Central,Large,2013-01-01
ST335,Moorhead Central Store ST335,Moorhead,Minnesota,56560,Central,Standard,2013-01-01
ST336,Rochester Central Store ST336,Rochester,Minnesota,55901,Central,Standard,2013-01-01
ST337,Roseville Central Store ST337,Roseville,Minnesota,55113,Central,Large,2013-01-01
ST338,Saint Cloud Central Store ST338,Saint Cloud,Minnesota,56301,Central,Standard,2013-01-01
ST339,Saint Paul Central Store ST339,Saint Paul,Minnesota,55106,Central,Standard,2013-01-01
ST340,Woodbury Central Store ST340,Woodbury,Minnesota,55125,Central,Large,2013-01-01
ST341,Gulfport South Store ST341,Gulfport,Mississippi,39503,South,Flagship,2013-01-01
ST342,Hattiesburg South Store ST342,Hattiesburg,Mississippi,39401,South,Standard,2013-01-01
ST343,Jackson South Store ST343,Jackson,Mississippi,39212,South,Large,2013-01-01
ST344,Southaven South Store ST344,Southaven,Mississippi,38671,South,Standard,2013-01-01
ST345,Columbia Central Store ST345,Columbia,Missouri,65203,Central,Standard,2013-01-01
ST346,Gladstone Central Store ST346,Gladstone,Missouri,64118,Central,Large,2013-01-01
ST347,Independence Central Store ST347,Independence,Missouri,64055,Central,Standard,2013-01-01
ST348,Jefferson City Central Store ST348,Jefferson City,Missouri,65109,Central,Standard,2013-01-01
ST349,Kirkwood Central Store ST349,Kirkwood,Missouri,63122,Central,Large,2013-01-01
ST350,Saint Charles Central Store ST350,Saint Charles,Missouri,63301,Central,Standard,2013-01-01
ST351,Saint Louis Central Store ST351,Saint Louis,Missouri,63116,Central,Flagship,2013-01-01
ST352,Saint Peters Central Store ST352,Saint Peters,Missouri,63376,Central,Large,2013-01-01
ST353,Springfield Central Store ST353,Springfield,Missouri,65807,Central,Standard,2013-01-01
ST354,Billings West Store ST354,Billings,Montana,59102,West,Standard,2013-01-01
ST355,Bozeman West Store ST355,Bozeman,Montana,59715,West,Large,2013-01-01
ST356,Great Falls West Store ST356,Great Falls,Montana,59405,West,Standard,2013-01-01
ST357,Helena West Store ST357,Helena,Montana,59601,West,Standard,2013-01-01
ST358,Missoula West Store ST358,Missoula,Montana,59801,West,Large,2013-01-01
ST359,Fremont Central Store ST359,Fremont,Nebraska,68025,Central,Standard,2013-01-01
ST360,Grand Island Central Store ST360,Grand Island,Nebraska,68801,Central,Standard,2013-01-01
ST361,Norfolk Central Store ST361,Norfolk,Nebraska,68701,Central,Flagship,2013-01-01
ST362,Omaha Central Store ST362,Omaha,Nebraska,68104,Central,Standard,2013-01-01
ST363,Henderson West Store ST363,Henderson,Nevada,89015,West,Standard,2013-01-01
ST364,Las Vegas West Store ST364,Las Vegas,Nevada,89115,West,Large,2013-01-01
ST365,North Las Vegas West Store ST365,North Las Vegas,Nevada,89031,West,Standard,2013-01-01
ST366,Reno West Store ST366,Reno,Nevada,89502,West,Standard,2013-01-01
ST367,Sparks West Store ST367,Sparks,Nevada,89431,West,Large,2013-01-01
ST368,Concord East Store ST368,Concord,New Hampshire,3301,East,Standard,2013-01-01
ST369,Dover East Store ST369,Dover,New Hampshire,3820,East,Standard,2013-01-01
ST370,Nashua East Store ST370,Nashua,New Hampshire,3060,East,Large,2013-01-01
ST371,Atlantic City East Store ST371,Atlantic City,New Jersey,8401,East,Flagship,2013-01-01
ST372,Bayonne East Store ST372,Bayonne,New Jersey,7002,East,Standard,2013-01-01
ST373,Belleville East Store ST373,Belleville,New Jersey,7109,East,Large,2013-01-01
ST374,Bridgeton East Store ST374,Bridgeton,New Jersey,8302,East,Standard,2013-01-01
ST375,Clifton East Store ST375,Clifton,New Jersey,7011,East,Standard,2013-01-01
ST376,East Orange East Store ST376,East Orange,New Jersey,7017,East,Large,2013-01-01
ST377,Hackensack East Store ST377,Hackensack,New Jersey,7601,East,Standard,2013-01-01
ST378,Lakewood East Store ST378,Lakewood,New Jersey,8701,East,Standard,2013-01-01
ST379,Linden East Store ST379,Linden,New Jersey,7036,East,Large,2013-01-01
ST380,Morristown East Store ST380,Morristown,New Jersey,7960,East,Standard,2013-01-01
ST381,New Brunswick East Store ST381,New Brunswick,New Jersey,8901,East,Flagship,2013-01-01
ST382,Orange East Store ST382,Orange,New Jersey,7050,East,Large,2013-01-01
ST383,Passaic East Store ST383,Passaic,New Jersey,7055,East,Standard,2013-01-01
ST384,Paterson East Store ST384,Paterson,New Jersey,7501,East,Standard,2013-01-01
ST385,Perth Amboy East Store ST385,Perth Amboy,New Jersey,8861,East,Large,2013-01-01
ST386,Plainfield East Store ST386,Plainfield,New Jersey,7060,East,Standard,2013-01-01
ST387,Vineland East Store ST387,Vineland,New Jersey,8360,East,Standard,2013-01-01
ST388,Westfield East Store ST388,Westfield,New Jersey,7090,East,Large,2013-01-01
ST389,Albuquerque West Store ST389,Albuquerque,New Mexico,87105,West,Standard,2013-01-01
ST390,Carlsbad West Store ST390,Carlsbad,New Mexico,88220,West,Standard,2013-01-01
ST391,Clovis West Store ST391,Clovis,New Mexico,88101,West,Flagship,2013-01-01
ST392,Farmington West Store ST392,Farmington,New Mexico,87401,West,Standard,2013-01-01
ST393,Las Cruces West Store ST393,Las Cruces,New Mexico,88001,West,Standard,2013-01-01
ST394,Rio Rancho West Store ST394,Rio Rancho,New Mexico,87124,West,Large,2013-01-01
ST395,Santa Fe West Store ST395,Santa Fe,New Mexico,87505,West,Standard,2013-01-01
ST396,Auburn East Store ST396,Auburn,New York,13021,East,Standard,2013-01-01
ST397,Buffalo East Store ST397,Buffalo,New York,14215,East,Large,2013-01-01
ST398,Freeport East Store ST398,Freeport,New York,11520,East,Standard,2013-01-01
ST399,Hempstead East Store ST399,Hempstead,New York,11550,East,Standard,2013-01-01
ST400,Jamestown East Store ST400,Jamestown,New York,14701,East,Large,2013-01-01
ST401,Lindenhurst East Store ST401,Lindenhurst,New York,11757,East,Flagship,2013-01-01
ST402,Long Beach East Store ST402,Long Beach,New York,11561,East,Standard,2013-01-01
ST403,Mount Vernon East Store ST403,Mount Vernon,New York,10550,East,Large,2013-01-01
ST404,New Rochelle East Store ST404,New Rochelle,New York,10801,East,Standard,2013-01-01
ST405,New York City East Store ST405,New York City,New York,10024,East,Standard,2013-01-01
ST406,New York City East Store ST406,New York City,New York,10009,East,Large,2013-01-01
ST407,New York City East Store ST407,New York City,New York,10035,East,Standard,2013-01-01
ST408,New York City East Store ST408,New York City,New York,10011,East,Standard,2013-01-01
ST409,Niagara Falls East Store ST409,Niagara Falls,New York,14304,East,Large,2013-01-01
ST410,Oceanside East Store ST410,Oceanside,New York,11572,East,Standard,2013-01-01
ST411,Rochester East Store ST411,Rochester,New York,14609,East,Flagship,2013-01-01
ST412,Rome East Store ST412,Rome,New York,13440,East,Large,2013-01-01
ST413,Troy East Store ST413,Troy,New York,12180,East,Standard,2013-01-01
ST414,Utica East Store ST414,Utica,New York,13501,East,Standard,2013-01-01
ST415,Watertown East Store ST415,Watertown,New York,13601,East,Large,2013-01-01
ST416,Yonkers East Store ST416,Yonkers,New York,10701,East,Standard,2013-01-01
ST417,Asheville South Store ST417,Asheville,North Carolina,28806,South,Standard,2013-01-01
ST418,Burlington South Store ST418,Burlington,North Carolina,27217,South,Large,2013-01-01
ST419,Cary South Store ST419,Cary,North Carolina,27511,South,Standard,2013-01-01
ST420,Chapel Hill South Store ST420,Chapel Hill,North Carolina,27514,South,Standard,2013-01-01
ST421,Charlotte South Store ST421,Charlotte,North Carolina,28205,South,Flagship,2013-01-01
ST422,Concord South Store ST422,Concord,North Carolina,28027,South,Standard,2013-01-01
ST423,Durham South Store ST423,Durham,North Carolina,27707,South,Standard,2013-01-01
ST424,Fayetteville South Store ST424,Fayetteville,North Carolina,28314,South,Large,2013-01-01
ST425,Gastonia South Store ST425,Gastonia,North Carolina,28052,South,Standard,2013-01-01
ST426,Goldsboro South Store ST426,Goldsboro,North Carolina,27534,South,Standard,2013-01-01
ST427,Greensboro South Store ST427,Greensboro,North Carolina,27405,South,Large,2013-01-01
ST428,Greenville South Store ST428,Greenville,North Carolina,27834,South,Standard,2013-01-01
ST429,Hickory South Store ST429,Hickory,North Carolina,28601,South,Standard,2013-01-01
ST430,Jacksonville South Store ST430,Jacksonville,North Carolina,28540,South,Large,2013-01-01
ST431,Monroe South Store ST431,Monroe,North Carolina,28110,South,Flagship,2013-01-01
ST432,Raleigh South Store ST432,Raleigh,North Carolina,27604,South,Standard,2013-01-01
ST433,Thomasville South Store ST433,Thomasville,North Carolina,27360,South,Large,2013-01-01
ST434,Wilmington South Store ST434,Wilmington,North Carolina,28403,South,Standard,2013-01-01
ST435,Wilson South Store ST435,Wilson,North Carolina,27893,South,Standard,2013-01-01
ST436,Fargo Central Store ST436,Fargo,North Dakota,58103,Central,Large,2013-01-01
ST437,Akron East Store ST437,Akron,Ohio,44312,East,Standard,2013-01-01
ST438,Bowling Green East Store ST438,Bowling Green,Ohio,43402,East,Standard,2013-01-01
ST439,Cincinnati East Store ST439,Cincinnati,Ohio,45231,East,Large,2013-01-01
ST440,Cleveland East Store ST440,Cleveland,Ohio,44105,East,Standard,2013-01-01
ST441,Columbus East Store ST441,Columbus,Ohio,43229,East,Flagship,2013-01-01
ST442,Cuyahoga Falls East Store ST442,Cuyahoga Falls,Ohio,44221,East,Large,2013-01-01
ST443,Dublin East Store ST443,Dublin,Ohio,43017,East,Standard,2013-01-01
ST444,Elyria East Store ST444,Elyria,Ohio,44035,East,Standard,2013-01-01
ST445,Fairfield East Store ST445,Fairfield,Ohio,45014,East,Large,2013-01-01
ST446,Grove City East Store ST446,Grove City,Ohio,43123,East,Standard,2013-01-01
ST447,Hamilton East Store ST447,Hamilton,Ohio,45011,East,Standard,2013-01-01
ST448,Kent East Store ST448,Kent,Ohio,44240,East,Large,2013-01-01
ST449,Lakewood East Store ST449,Lakewood,Ohio,44107,East,Standard,2013-01-01
ST450,Lancaster East Store ST450,Lancaster,Ohio,43130,East,Standard,2013-01-01
ST451,Lorain East Store ST451,Lorain,Ohio,44052,East,Flagship,2013-01-01
ST452,Marion East Store ST452,Marion,Ohio,43302,East,Standard,2013-01-01
ST453,Mason East Store ST453,Mason,Ohio,45040,East,Standard,2013-01-01
ST454,Medina East Store ST454,Medina,Ohio,44256,East,Large,2013-01-01
ST455,Mentor East Store ST455,Mentor,Ohio,44060,East,Standard,2013-01-01
ST456,Newark East Store ST456,Newark,Ohio,43055,East,Standard,2013-01-01
ST457,Parma East Store ST457,Parma,Ohio,44134,East,Large,2013-01-01
ST458,Springfield East Store ST458,Springfield,Ohio,45503,East,Standard,2013-01-01
ST459,Toledo East Store ST459,Toledo,Ohio,43615,East,Standard,2013-01-01
ST460,Troy East Store ST460,Troy,Ohio,45373,East,Large,2013-01-01
ST461,Broken Arrow Central Store ST461,Broken Arrow,Oklahoma,74012,Central,Flagship,2013-01-01
ST462,Edmond Central Store ST462,Edmond,Oklahoma,73034,Central,Standard,2013-01-01
ST463,Lawton Central Store ST463,Lawton,Oklahoma,73505,Central,Large,2013-01-01
ST464,Muskogee Central Store ST464,Muskogee,Oklahoma,74403,Central,Standard,2013-01-01
ST465,Norman Central Store ST465,Norman,Oklahoma,73071,Central,Standard,2013-01-01
ST466,Oklahoma City Central Store ST466,Oklahoma City,Oklahoma,73120,Central,Large,2013-01-01
ST467,Tulsa Central Store ST467,Tulsa,Oklahoma,74133,Central,Standard,2013-01-01
ST468,Eugene West Store ST468,Eugene,Oregon,97405,West,Standard,2013-01-01
ST469,Gresham West Store ST469,Gresham,Oregon,97030,West,Large,2013-01-01
ST470,Hillsboro West Store ST470,Hillsboro,Oregon,97123,West,Standard,2013-01-01
ST471,Medford West Store ST471,Medford,Oregon,97504,West,Flagship,2013-01-01
ST472,Portland West Store ST472,Portland,Oregon,97206,West,Large,2013-01-01
ST473,Redmond West Store ST473,Redmond,Oregon,97756,West,Standard,2013-01-01
ST474,Salem West Store ST474,Salem,Oregon,97301,West,Standard,2013-01-01
ST475,Springfield West Store ST475,Springfield,Oregon,97477,West,Large,2013-01-01
ST476,Tigard West Store ST476,Tigard,Oregon,97224,West,Standard,2013-01-01
ST477,Allentown East Store ST477,Allentown,Pennsylvania,18103,East,Standard,2013-01-01
ST478,Altoona East Store ST478,Altoona,Pennsylvania,16602,East,Large,2013-01-01
ST479,Bethlehem East Store ST479,Bethlehem,Pennsylvania,18018,East,Standard,2013-01-01
ST480,Chester East Store ST480,Chester,Pennsylvania,19013,East,Standard,2013-01-01
ST481,Lancaster East Store ST481,Lancaster,Pennsylvania,17602,East,Flagship,2013-01-01
ST482,Philadelphia East Store ST482,Philadelphia,Pennsylvania,19140,East,Standard,2013-01-01
ST483,Philadelphia East Store ST483,Philadelphia,Pennsylvania,19134,East,Standard,2013-01-01
ST484,Philadelphia East Store ST484,Philadelphia,Pennsylvania,19120,East,Large,2013-01-01
ST485,Philadelphia East Store ST485,Philadelphia,Pennsylvania,19143,East,Standard,2013-01-01
ST486,Reading East Store ST486,Reading,Pennsylvania,19601,East,Standard,2013-01-01
ST487,York East Store ST487,York,Pennsylvania,17403,East,Large,2013-01-01
ST488,Cranston East Store ST488,Cranston,Rhode Island,2920,East,Standard,2013-01-01
ST489,Providence East Store ST489,Providence,Rhode Island,2908,East,Standard,2013-01-01
ST490,Warwick East Store ST490,Warwick,Rhode Island,2886,East,Large,2013-01-01
ST491,Woonsocket East Store ST491,Woonsocket,Rhode Island,2895,East,Flagship,2013-01-01
ST492,Columbia South Store ST492,Columbia,South Carolina,29203,South,Standard,2013-01-01
ST493,Florence South Store ST493,Florence,South Carolina,29501,South,Large,2013-01-01
ST494,Mount Pleasant South Store ST494,Mount Pleasant,South Carolina,29464,South,Standard,2013-01-01
ST495,North Charleston South Store ST495,North Charleston,South Carolina,29406,South,Standard,2013-01-01
ST496,Rock Hill South Store ST496,Rock Hill,South Carolina,29730,South,Large,2013-01-01
ST497,Summerville South Store ST497,Summerville,South Carolina,29483,South,Standard,2013-01-01
ST498,Aberdeen Central Store ST498,Aberdeen,South Dakota,57401,Central,Standard,2013-01-01
ST499,Rapid City Central Store ST499,Rapid City,South Dakota,57701,Central,Large,2013-01-01
ST500,Sioux Falls Central Store ST500,Sioux Falls,South Dakota,57103,Central,Standard,2013-01-01
ST501,Bartlett South Store ST501,Bartlett,Tennessee,38134,South,Flagship,2013-01-01
ST502,Bristol South Store ST502,Bristol,Tennessee,37620,South,Large,2013-01-01
ST503,Chattanooga South Store ST503,Chattanooga,Tennessee,37421,South,Standard,2013-01-01
ST504,Clarksville South Store ST504,Clarksville,Tennessee,37042,South,Standard,2013-01-01
ST505,Columbia South Store ST505,Columbia,Tennessee,38401,South,Large,2013-01-01
ST506,Franklin South Store ST506,Franklin,Tennessee,37064,South,Standard,2013-01-01
ST507,Hendersonville South Store ST507,Hendersonville,Tennessee,37075,South,Standard,2013-01-01
ST508,Jackson South Store ST508,Jackson,Tennessee,38301,South,Large,2013-01-01
ST509,Johnson City South Store ST509,Johnson City,Tennessee,37604,South,Standard,2013-01-01
ST510,Knoxville South Store ST510,Knoxville,Tennessee,37918,South,Standard,2013-01-01
ST511,Lebanon South Store ST511,Lebanon,Tennessee,37087,South,Flagship,2013-01-01
ST512,Memphis South Store ST512,Memphis,Tennessee,38109,South,Standard,2013-01-01
ST513,Murfreesboro South Store ST513,Murfreesboro,Tennessee,37130,South,Standard,2013-01-01
ST514,Nashville South Store ST514,Nashville,Tennessee,37211,South,Large,2013-01-01
ST515,Smyrna South Store ST515,Smyrna,Tennessee,37167,South,Standard,2013-01-01
ST516,Abilene Central Store ST516,Abilene,Texas,79605,Central,Standard,2013-01-01
ST517,Allen Central Store ST517,Allen,Texas,75002,Central,Large,2013-01-01
ST518,Amarillo Central Store ST518,Amarillo,Texas,79109,Central,Standard,2013-01-01
ST519,Arlington Central Store ST519,Arlington,Texas,76017,Central,Standard,2013-01-01
ST520,Austin Central Store ST520,Austin,Texas,78745,Central,Large,2013-01-01
ST521,Baytown Central Store ST521,Baytown,Texas,77520,Central,Flagship,2013-01-01
ST522,Beaumont Central Store ST522,Beaumont,Texas,77705,Central,Standard,2013-01-01
ST523,Bedford Central Store ST523,Bedford,Texas,76021,Central,Large,2013-01-01
ST524,Brownsville Central Store ST524,Brownsville,Texas,78521,Central,Standard,2013-01-01
ST525,Bryan Central Store ST525,Bryan,Texas,77803,Central,Standard,2013-01-01
ST526,Carrollton Central Store ST526,Carrollton,Texas,75007,Central,Large,2013-01-01
ST527,Cedar Hill Central Store ST527,Cedar Hill,Texas,75104,Central,Standard,2013-01-01
ST528,College Station Central Store ST528,College Station,Texas,77840,Central,Standard,2013-01-01
ST529,Conroe Central Store ST529,Conroe,Texas,77301,Central,Large,2013-01-01
ST530,Coppell Central Store ST530,Coppell,Texas,75019,Central,Standard,2013-01-01
ST531,Corpus Christi Central Store ST531,Corpus Christi,Texas,78415,Central,Flagship,2013-01-01
ST532,Dallas Central Store ST532,Dallas,Texas,75220,Central,Large,2013-01-01
ST533,Dallas Central Store ST533,Dallas,Texas,75217,Central,Standard,2013-01-01
ST534,Dallas Central Store ST534,Dallas,Texas,75081,Central,Standard,2013-01-01
ST535,Deer Park Central Store ST535,Deer Park,Texas,77536,Central,Large,2013-01-01
ST536,Edinburg Central Store ST536,Edinburg,Texas,78539,Central,Standard,2013-01-01
ST537,El Paso Central Store ST537,El Paso,Texas,79907,Central,Standard,2013-01-01
ST538,Fort Worth Central Store ST538,Fort Worth,Texas,76106,Central,Large,2013-01-01
ST539,Frisco Central Store ST539,Frisco,Texas,75034,Central,Standard,2013-01-01
ST540,Garland Central Store ST540,Garland,Texas,75043,Central,Standard,2013-01-01
ST541,Grand Prairie Central Store ST541,Grand Prairie,Texas,75051,Central,Flagship,2013-01-01
ST542,Grapevine Central Store ST542,Grapevine,Texas,76051,Central,Standard,2013-01-01
ST543,Haltom City Central Store ST543,Haltom City,Texas,76117,Central,Standard,2013-01-01
ST544,Harlingen Central Store ST544,Harlingen,Texas,78550,Central,Large,2013-01-01
ST545,Houston Central Store ST545,Houston,Texas,77095,Central,Standard,2013-01-01
ST546,Houston Central Store ST546,Houston,Texas,77041,Central,Standard,2013-01-01
ST547,Houston Central Store ST547,Houston,Texas,77070,Central,Large,2013-01-01
ST548,Houston Central Store ST548,Houston,Texas,77036,Central,Standard,2013-01-01
ST549,Huntsville Central Store ST549,Huntsville,Texas,77340,Central,Standard,2013-01-01
ST550,Irving Central Store ST550,Irving,Texas,75061,Central,Large,2013-01-01
ST551,Keller Central Store ST551,Keller,Texas,76248,Central,Flagship,2013-01-01
ST552,La Porte Central Store ST552,La Porte,Texas,77571,Central,Standard,2013-01-01
ST553,Laredo Central Store ST553,Laredo,Texas,78041,Central,Large,2013-01-01
ST554,League City Central Store ST554,League City,Texas,77573,Central,Standard,2013-01-01
ST555,Lubbock Central Store ST555,Lubbock,Texas,79424,Central,Standard,2013-01-01
ST556,Mansfield Central Store ST556,Mansfield,Texas,76063,Central,Large,2013-01-01
ST557,Mcallen Central Store ST557,Mcallen,Texas,78501,Central,Standard,2013-01-01
ST558,Mesquite Central Store ST558,Mesquite,Texas,75150,Central,Standard,2013-01-01
ST559,Missouri City Central Store ST559,Missouri City,Texas,77489,Central,Large,2013-01-01
ST560,Odessa Central Store ST560,Odessa,Texas,79762,Central,Standard,2013-01-01
ST561,Pasadena Central Store ST561,Pasadena,Texas,77506,Central,Flagship,2013-01-01
ST562,Pearland Central Store ST562,Pearland,Texas,77581,Central,Large,2013-01-01
ST563,Pharr Central Store ST563,Pharr,Texas,78577,Central,Standard,2013-01-01
ST564,Plano Central Store ST564,Plano,Texas,75023,Central,Standard,2013-01-01
ST565,Port Arthur Central Store ST565,Port Arthur,Texas,77642,Central,Large,2013-01-01
ST566,Richardson Central Store ST566,Richardson,Texas,75080,Central,Standard,2013-01-01
ST567,Round Rock Central Store ST567,Round Rock,Texas,78664,Central,Standard,2013-01-01
ST568,San Angelo Central Store ST568,San Angelo,Texas,76903,Central,Large,2013-01-01
ST569,San Antonio Central Store ST569,San Antonio,Texas,78207,Central,Standard,2013-01-01
ST570,San Marcos Central Store ST570,San Marcos,Texas,78666,Central,Standard,2013-01-01
ST571,Texas City Central Store ST571,Texas City,Texas,77590,Central,Flagship,2013-01-01
ST572,The Colony Central Store ST572,The Colony,Texas,75056,Central,Standard,2013-01-01
ST573,Tyler Central Store ST573,Tyler,Texas,75701,Central,Standard,2013-01-01
ST574,Waco Central Store ST574,Waco,Texas,76706,Central,Large,2013-01-01
ST575,Draper West Store ST575,Draper,Utah,84020,West,Standard,2013-01-01
ST576,Layton West Store ST576,Layton,Utah,84041,West,Standard,2013-01-01
ST577,Lehi West Store ST577,Lehi,Utah,84043,West,Large,2013-01-01
ST578,Logan West Store ST578,Logan,Utah,84321,West,Standard,2013-01-01
ST579,Murray West Store ST579,Murray,Utah,84107,West,Standard,2013-01-01
ST580,Orem West Store ST580,Orem,Utah,84057,West,Large,2013-01-01
ST581,Pleasant Grove West Store ST581,Pleasant Grove,Utah,84062,West,Flagship,2013-01-01
ST582,Provo West Store ST582,Provo,Utah,84604,West,Standard,2013-01-01
ST583,Salt Lake City West Store ST583,Salt Lake City,Utah,84106,West,Large,2013-01-01
ST584,West Jordan West Store ST584,West Jordan,Utah,84084,West,Standard,2013-01-01
ST585,Burlington East Store ST585,Burlington,Vermont,5408,East,Standard,2013-01-01
ST586,Alexandria South Store ST586,Alexandria,Virginia,22304,South,Large,2013-01-01
ST587,Arlington South Store ST587,Arlington,Virginia,22204,South,Standard,2013-01-01
ST588,Charlottesville South Store ST588,Charlottesville,Virginia,22901,South,Standard,2013-01-01
ST589,Chesapeake South Store ST589,Chesapeake,Virginia,23320,South,Large,2013-01-01
ST590,Hampton South Store ST590,Hampton,Virginia,23666,South,Standard,2013-01-01
ST591,Harrisonburg South Store ST591,Harrisonburg,Virginia,22801,South,Flagship,2013-01-01
ST592,Newport News South Store ST592,Newport News,Virginia,23602,South,Large,2013-01-01
ST593,Richmond South Store ST593,Richmond,Virginia,23223,South,Standard,2013-01-01
ST594,Salem South Store ST594,Salem,Virginia,24153,South,Standard,2013-01-01
ST595,Springfield South Store ST595,Springfield,Virginia,22153,South,Large,2013-01-01
ST596,Suffolk South Store ST596,Suffolk,Virginia,23434,South,Standard,2013-01-01
ST597,Virginia Beach South Store ST597,Virginia Beach,Virginia,23464,South,Standard,2013-01-01
ST598,Waynesboro South Store ST598,Waynesboro,Virginia,22980,South,Large,2013-01-01
ST599,Auburn West Store ST599,Auburn,Washington,98002,West,Standard,2013-01-01
ST600,Bellevue West Store ST600,Bellevue,Washington,98006,West,Standard,2013-01-01
ST601,Bellingham West Store ST601,Bellingham,Washington,98226,West,Flagship,2013-01-01
ST602,Covington West Store ST602,Covington,Washington,98042,West,Standard,2013-01-01
ST603,Des Moines West Store ST603,Des Moines,Washington,98198,West,Standard,2013-01-01
ST604,Edmonds West Store ST604,Edmonds,Washington,98026,West,Large,2013-01-01
ST605,Everett West Store ST605,Everett,Washington,98208,West,Standard,2013-01-01
ST606,Kent West Store ST606,Kent,Washington,98031,West,Standard,2013-01-01
ST607,Longview West Store ST607,Longview,Washington,98632,West,Large,2013-01-01
ST608,Marysville West Store ST608,Marysville,Washington,98270,West,Standard,2013-01-01
ST609,Olympia West Store ST609,Olympia,Washington,98502,West,Standard,2013-01-01
ST610,Pasco West Store ST610,Pasco,Washington,99301,West,Large,2013-01-01
ST611,Redmond West Store ST611,Redmond,Washington,98052,West,Flagship,2013-01-01
ST612,Renton West Store ST612,Renton,Washington,98059,West,Standard,2013-01-01
ST613,Seattle West Store ST613,Seattle,Washington,98103,West,Large,2013-01-01
ST614,Seattle West Store ST614,Seattle,Washington,98105,West,Standard,2013-01-01
ST615,Seattle West Store ST615,Seattle,Washington,98115,West,Standard,2013-01-01
ST616,Spokane West Store ST616,Spokane,Washington,99207,West,Large,2013-01-01
ST617,Vancouver West Store ST617,Vancouver,Washington,98661,West,Standard,2013-01-01
ST618,Wheeling East Store ST618,Wheeling,West Virginia,26003,East,Standard,2013-01-01
ST619,Appleton Central Store ST619,Appleton,Wisconsin,54915,Central,Large,2013-01-01
ST620,Eau Claire Central Store ST620,Eau Claire,Wisconsin,54703,Central,Standard,2013-01-01
ST621,Franklin Central Store ST621,Franklin,Wisconsin,53132,Central,Flagship,2013-01-01
ST622,Green Bay Central Store ST622,Green Bay,Wisconsin,54302,Central,Large,2013-01-01
ST623,Kenosha Central Store ST623,Kenosha,Wisconsin,53142,Central,Standard,2013-01-01
ST624,La Crosse Central Store ST624,La Crosse,Wisconsin,54601,Central,Standard,2013-01-01
ST625,Madison Central Store ST625,Madison,Wisconsin,53711,Central,Large,2013-01-01
ST626,Milwaukee Central Store ST626,Milwaukee,Wisconsin,53209,Central,Standard,2013-01-01
ST627,Sheboygan Central Store ST627,Sheboygan,Wisconsin,53081,Central,Standard,2013-01-01
ST628,Superior Central Store ST628,Superior,Wisconsin,54880,Central,Large,2013-01-01
ST629,Waukesha Central Store ST629,Waukesha,Wisconsin,53186,Central,Standard,2013-01-01
ST630,Wausau Central Store ST630,Wausau,Wisconsin,54401,Central,Standard,2013-01-01
ST631,West Allis Central Store ST631,West Allis,Wisconsin,53214,Central,Flagship,2013-01-01
ST632,Cheyenne West Store ST632,Cheyenne,Wyoming,82001,West,Standard,2013-01-01
