invoice_id,supplier_id,store_id,invoice_date,received_date,processed_date,invoice_amount,expected_amount,status,assigned_employee,processing_tat_days,discrepancy_amount,absolute_discrepancy,sla_breach
INV000553,SUP014,ST096,2014-04-05,2014-04-10,2014-04-14,41.04,41.04,Processed Late,EMP014,4,0.0,0.0,True
INV000554,SUP013,ST548,2014-04-05,2014-04-13,2014-04-15,138.19,138.19,Processed,EMP021,2,0.0,0.0,False
INV000555,SUP008,ST275,2014-04-05,2014-04-13,2014-04-19,41.55,41.55,Processed Late,EMP023,6,0.0,0.0,True
INV000556,SUP010,ST134,2014-04-05,2014-04-10,2014-04-12,116.16,116.16,Processed,EMP003,2,0.0,0.0,False
INV000557,SUP015,ST050,2014-04-05,2014-04-10,2014-04-11,223.89,223.89,Processed,EMP005,1,0.0,0.0,False
INV000558,SUP015,ST162,2014-04-05,2014-04-11,2014-04-17,189.28,189.28,Processed Late,EMP015,6,0.0,0.0,True
INV000559,SUP007,ST208,2014-04-05,2014-04-10,2014-04-12,6.68,6.68,Processed,EMP028,2,0.0,0.0,False
INV000560,SUP015,ST281,2014-04-05,2014-04-12,2014-04-16,362.89,362.89,Processed Late,EMP020,4,0.0,0.0,True
INV000561,SUP006,ST170,2014-04-20,2014-04-28,2014-05-02,963.95,963.95,Processed Late,EMP029,4,0.0,0.0,True
INV000562,SUP013,ST240,2014-04-20,2014-04-27,2014-05-01,662.2,662.2,Processed Late,EMP013,4,0.0,0.0,True
INV000563,SUP001,ST219,2014-04-20,2014-04-27,2014-05-03,201.92,201.92,Processed Late,EMP003,6,0.0,0.0,True
INV000564,SUP009,ST456,2014-04-20,2014-04-24,2014-04-26,14.7,14.7,Processed,EMP014,2,0.0,0.0,False
INV000565,SUP014,ST433,2014-04-20,2014-04-27,2014-05-03,27.72,27.72,Processed Late,EMP011,6,0.0,0.0,True
INV000566,SUP002,ST105,2014-04-20,2014-04-27,2014-05-02,275.76,275.76,Processed Late,EMP030,5,0.0,0.0,True
INV000567,SUP003,ST392,2014-04-20,2014-04-23,2014-04-25,101.4,101.4,Processed,EMP024,2,0.0,0.0,False
INV000568,SUP010,ST009,2014-04-20,2014-04-27,2014-05-03,18.37,18.48,Processed Late,EMP001,6,-0.11,0.11,True
INV000569,SUP012,ST219,2014-04-20,2014-04-23,2014-04-29,19.32,19.32,Processed Late,EMP010,6,0.0,0.0,True
INV000570,SUP002,ST103,2014-04-20,2014-04-24,2014-04-26,367.04,367.04,Processed,EMP020,2,0.0,0.0,False
INV000571,SUP007,ST360,2014-04-20,2014-04-28,2014-05-05,18.51,17.15,Pending / Delayed,EMP026,7,1.36,1.36,True
INV000572,SUP011,ST087,2014-04-20,2014-04-26,2014-05-02,886.58,899.7,Processed Late,EMP015,6,-13.12,13.12,True
INV000573,SUP012,ST028,2014-04-20,2014-04-28,2014-04-30,362.12,362.12,Processed,EMP007,2,0.0,0.0,False
INV000574,SUP004,ST402,2014-04-20,2014-04-26,2014-05-06,92.52,92.52,Pending / Delayed,EMP011,10,0.0,0.0,True
INV000575,SUP013,ST246,2014-04-20,2014-04-23,2014-04-29,62.67,62.67,Processed Late,EMP014,6,0.0,0.0,True
INV000576,SUP011,ST609,2014-04-20,2014-04-24,2014-04-25,49.7,49.7,Processed,EMP004,1,0.0,0.0,False
INV000577,SUP015,ST325,2014-04-20,2014-04-27,2014-04-28,20.62,20.62,Processed,EMP015,1,0.0,0.0,False
INV000578,SUP009,ST177,2014-04-20,2014-04-23,2014-05-03,255.6,255.6,Pending / Delayed,EMP003,10,0.0,0.0,True
INV000579,SUP002,ST015,2014-04-20,2014-04-28,2014-04-30,5.24,5.24,Processed,EMP027,2,0.0,0.0,False
INV000580,SUP013,ST408,2014-04-20,2014-04-24,2014-04-26,10.74,10.74,Processed,EMP021,2,0.0,0.0,False
INV000581,SUP007,ST412,2014-04-20,2014-04-24,2014-04-28,87.66,87.66,Processed Late,EMP026,4,0.0,0.0,True
INV000582,SUP003,ST285,2014-04-20,2014-04-23,2014-04-24,87.78,87.78,Processed,EMP029,1,0.0,0.0,False
INV000583,SUP004,ST160,2014-04-20,2014-04-24,2014-04-25,260.56,260.56,Processed,EMP011,1,0.0,0.0,False
INV000584,SUP013,ST068,2014-04-20,2014-04-26,2014-04-30,20.02,20.02,Processed Late,EMP018,4,0.0,0.0,True
INV000585,SUP014,ST245,2014-04-20,2014-04-24,2014-04-25,239.7,239.7,Processed,EMP004,1,0.0,0.0,False
INV000586,SUP002,ST465,2014-04-20,2014-04-27,2014-05-01,73.96,73.96,Processed Late,EMP011,4,0.0,0.0,True
INV000587,SUP012,ST180,2014-04-20,2014-04-24,2014-04-27,4.62,4.62,Processed,EMP003,3,0.0,0.0,False
INV000588,SUP003,ST509,2014-04-20,2014-04-27,2014-04-30,104.82,104.82,Processed,EMP020,3,0.0,0.0,False
INV000589,SUP012,ST266,2014-04-20,2014-04-25,2014-05-01,850.5,850.5,Processed Late,EMP010,6,0.0,0.0,True
INV000590,SUP014,ST276,2014-04-20,2014-04-27,2014-04-28,12.9,12.9,Processed,EMP005,1,0.0,0.0,False
INV000591,SUP007,ST279,2014-04-20,2014-04-27,2014-05-01,4.6,4.6,Processed Late,EMP021,4,0.0,0.0,True
INV000592,SUP010,ST079,2014-04-20,2014-04-28,2014-04-29,22.3,22.3,Processed,EMP018,1,0.0,0.0,False
INV000593,SUP008,ST581,2014-04-20,2014-04-25,2014-05-01,79.92,79.92,Processed Late,EMP014,6,0.0,0.0,True
INV000594,SUP002,ST588,2014-04-20,2014-04-25,2014-04-27,246.26,246.26,Processed,EMP004,2,0.0,0.0,False
INV000595,SUP014,ST013,2014-04-20,2014-04-26,2014-04-27,73.8,73.8,Processed,EMP007,1,0.0,0.0,False
INV000596,SUP015,ST154,2014-04-20,2014-04-24,2014-04-29,116.28,116.28,Processed Late,EMP003,5,0.0,0.0,True
INV000597,SUP015,ST430,2014-04-20,2014-04-23,2014-05-04,45.15,45.15,Pending / Delayed,EMP025,11,0.0,0.0,True
INV000598,SUP012,ST328,2014-04-20,2014-04-27,2014-04-28,14.31,14.31,Processed,EMP017,1,0.0,0.0,False
INV000599,SUP002,ST515,2014-04-20,2014-04-25,2014-05-04,135.84,135.84,Pending / Delayed,EMP014,9,0.0,0.0,True
INV000600,SUP001,ST411,2014-04-20,2014-04-23,2014-04-27,72.27,72.27,Processed Late,EMP002,4,0.0,0.0,True
INV000601,SUP005,ST336,2014-04-20,2014-04-25,2014-04-26,355.3,355.3,Processed,EMP015,1,0.0,0.0,False
INV000602,SUP004,ST299,2014-04-20,2014-04-23,2014-04-29,1246.24,1246.24,Processed Late,EMP024,6,0.0,0.0,True
INV000603,SUP004,ST476,2014-04-20,2014-04-28,2014-04-30,26.4,26.4,Processed,EMP004,2,0.0,0.0,False
INV000604,SUP013,ST201,2014-04-20,2014-04-25,2014-04-26,1019.15,1019.15,Processed,EMP020,1,0.0,0.0,False
INV000605,SUP015,ST420,2014-04-20,2014-04-28,2014-05-08,49.41,49.41,Pending / Delayed,EMP029,10,0.0,0.0,True
INV000606,SUP014,ST010,2014-04-20,2014-04-24,2014-04-29,305.52,305.52,Processed Late,EMP008,5,0.0,0.0,True
INV000607,SUP012,ST315,2014-04-20,2014-04-24,2014-04-29,24.22,24.22,Processed Late,EMP017,5,0.0,0.0,True
INV000608,SUP007,ST504,2014-04-20,2014-04-26,2014-04-28,4007.88,4007.88,Processed,EMP028,2,0.0,0.0,False
INV000609,SUP015,ST238,2014-04-20,2014-04-25,2014-04-26,460.6,460.6,Processed,EMP005,1,0.0,0.0,False
INV000610,SUP012,ST087,2014-04-20,2014-04-28,2014-05-02,43.42,43.42,Processed Late,EMP005,4,0.0,0.0,True
INV000611,SUP014,ST404,2014-04-20,2014-04-25,2014-04-26,55.08,55.08,Processed,EMP025,1,0.0,0.0,False
INV000612,SUP011,ST134,2014-04-20,2014-04-28,2014-05-01,4034.2,4034.2,Processed,EMP022,3,0.0,0.0,False
INV000613,SUP015,ST403,2014-04-20,2014-04-27,2014-04-28,71.1,71.1,Processed,EMP012,1,0.0,0.0,False
INV000614,SUP002,ST208,2014-04-20,2014-04-25,2014-04-26,319.84,319.84,Processed,EMP004,1,0.0,0.0,False
INV000615,SUP002,ST169,2014-04-20,2014-04-26,2014-05-05,24.2,24.2,Pending / Delayed,EMP019,9,0.0,0.0,True
INV000616,SUP009,ST367,2014-04-20,2014-04-25,2014-04-28,17.28,17.28,Processed,EMP024,3,0.0,0.0,False
INV000617,SUP014,ST123,2014-04-20,2014-04-28,2014-05-01,22.88,22.88,Processed,EMP005,3,0.0,0.0,False
INV000618,SUP012,ST618,2014-04-20,2014-04-25,2014-04-30,74.14,74.14,Processed Late,EMP012,5,0.0,0.0,True
INV000619,SUP012,ST255,2014-04-20,2014-04-24,2014-04-27,844.92,844.92,Processed,EMP005,3,0.0,0.0,False
INV000620,SUP005,ST267,2014-04-20,2014-04-23,2014-04-27,424.44,424.44,Processed Late,EMP002,4,0.0,0.0,True
INV000621,SUP009,ST564,2014-04-20,2014-04-28,2014-05-01,29.14,31.64,Processed,EMP002,3,-2.5,2.5,False
INV000622,SUP013,ST144,2014-04-20,2014-04-24,2014-04-26,281.74,298.4,Processed,EMP011,2,-16.66,16.66,False
INV000623,SUP004,ST134,2014-04-20,2014-04-25,2014-05-05,427.72,418.5,Pending / Delayed,EMP007,10,9.22,9.22,True
INV000624,SUP011,ST087,2014-04-20,2014-04-28,2014-05-01,1363.74,1363.74,Processed,EMP016,3,0.0,0.0,False
INV000625,SUP002,ST023,2014-04-20,2014-04-26,2014-04-28,557.31,554.7,Processed,EMP007,2,2.61,2.61,False
INV000626,SUP002,ST340,2014-04-20,2014-04-23,2014-04-28,35.2,35.2,Processed Late,EMP026,5,0.0,0.0,True
INV000627,SUP015,ST588,2014-04-20,2014-04-24,2014-04-25,377.44,377.44,Processed,EMP028,1,0.0,0.0,False
INV000628,SUP007,ST437,2014-04-20,2014-04-24,2014-04-26,304.36,304.36,Processed,EMP011,2,0.0,0.0,False
INV000629,SUP005,ST287,2014-04-20,2014-04-25,2014-04-27,438.0,438.0,Processed,EMP027,2,0.0,0.0,False
INV000630,SUP010,ST252,2014-04-20,2014-04-26,2014-05-04,603.9,603.9,Pending / Delayed,EMP008,8,0.0,0.0,True
INV000631,SUP008,ST063,2014-04-20,2014-04-25,2014-05-01,176.4,176.4,Processed Late,EMP030,6,0.0,0.0,True
INV000632,SUP004,ST539,2014-04-20,2014-04-28,2014-04-30,43.82,43.82,Processed,EMP001,2,0.0,0.0,False
INV000633,SUP007,ST368,2014-04-20,2014-04-26,2014-04-27,47.31,47.31,Processed,EMP001,1,0.0,0.0,False
INV000634,SUP010,ST515,2014-04-20,2014-04-28,2014-04-30,469.03,469.03,Processed,EMP029,2,0.0,0.0,False
INV000635,SUP006,ST612,2014-04-20,2014-04-28,2014-04-29,23.5,23.5,Processed,EMP024,1,0.0,0.0,False
INV000636,SUP008,ST543,2014-04-20,2014-04-27,2014-04-30,729.9,729.9,Processed,EMP001,3,0.0,0.0,False
INV000637,SUP003,ST103,2014-04-20,2014-04-27,2014-04-28,42.2,42.2,Processed,EMP004,1,0.0,0.0,False
INV000638,SUP014,ST058,2014-04-20,2014-04-28,2014-05-04,1858.5,1858.5,Processed Late,EMP011,6,0.0,0.0,True
INV000639,SUP014,ST178,2014-04-20,2014-04-28,2014-04-29,20.5,19.18,Processed,EMP010,1,1.32,1.32,False
INV000640,SUP012,ST368,2014-04-20,2014-04-27,2014-05-02,851.6,851.6,Processed Late,EMP017,5,0.0,0.0,True
INV000641,SUP010,ST146,2014-05-05,2014-05-08,2014-05-11,387.27,387.27,Processed,EMP009,3,0.0,0.0,False
INV000642,SUP003,ST503,2014-05-05,2014-05-11,2014-05-13,25.16,25.16,Processed,EMP004,2,0.0,0.0,False
INV000643,SUP004,ST021,2014-05-05,2014-05-13,2014-05-25,785.58,785.58,Pending / Delayed,EMP012,12,0.0,0.0,True
INV000644,SUP010,ST207,2014-05-05,2014-05-08,2014-05-15,31.4,31.4,Pending / Delayed,EMP019,7,0.0,0.0,True
INV000645,SUP014,ST332,2014-05-05,2014-05-08,2014-05-13,51.45,51.45,Processed Late,EMP018,5,0.0,0.0,True
INV000646,SUP015,ST146,2014-05-05,2014-05-12,2014-05-22,89.1,89.1,Pending / Delayed,EMP021,10,0.0,0.0,True
INV000647,SUP002,ST383,2014-05-05,2014-05-10,2014-05-20,724.94,752.22,Pending / Delayed,EMP007,10,-27.28,27.28,True
INV000648,SUP006,ST140,2014-05-05,2014-05-09,2014-05-19,77.1,77.1,Pending / Delayed,EMP013,10,0.0,0.0,True
INV000649,SUP008,ST325,2014-05-05,2014-05-09,2014-05-13,1234.35,1234.35,Processed Late,EMP017,4,0.0,0.0,True
INV000650,SUP015,ST629,2014-05-05,2014-05-12,2014-05-13,252.32,252.32,Processed,EMP019,1,0.0,0.0,False
INV000651,SUP007,ST315,2014-05-05,2014-05-08,2014-05-11,234.0,234.0,Processed,EMP009,3,0.0,0.0,False
INV000652,SUP012,ST587,2014-05-05,2014-05-09,2014-05-10,1223.53,1223.53,Processed,EMP019,1,0.0,0.0,False
INV000653,SUP010,ST326,2014-05-05,2014-05-08,2014-05-10,173.51,179.0,Processed,EMP030,2,-5.49,5.49,False
INV000654,SUP008,ST145,2014-05-05,2014-05-08,2014-05-10,622.4,622.4,Processed,EMP002,2,0.0,0.0,False
INV000655,SUP006,ST172,2014-05-05,2014-05-12,2014-05-13,1318.48,1318.48,Processed,EMP012,1,0.0,0.0,False
INV000656,SUP005,ST215,2014-05-05,2014-05-08,2014-05-11,5298.36,5298.36,Processed,EMP011,3,0.0,0.0,False
INV000657,SUP013,ST111,2014-05-05,2014-05-10,2014-05-12,348.08,348.08,Processed,EMP029,2,0.0,0.0,False
INV000658,SUP007,ST171,2014-05-05,2014-05-11,2014-05-17,109.62,109.62,Processed Late,EMP021,6,0.0,0.0,True
INV000659,SUP007,ST104,2014-05-05,2014-05-09,2014-05-11,321.86,321.86,Processed,EMP029,2,0.0,0.0,False
INV000660,SUP011,ST231,2014-05-05,2014-05-09,2014-05-11,49.8,49.8,Processed,EMP025,2,0.0,0.0,False
INV000661,SUP001,ST302,2014-05-05,2014-05-09,2014-05-11,54.58,55.16,Processed,EMP016,2,-0.58,0.58,False
INV000662,SUP002,ST351,2014-05-05,2014-05-08,2014-05-20,1218.2,1218.2,Pending / Delayed,EMP010,12,0.0,0.0,True
INV000663,SUP009,ST096,2014-05-05,2014-05-13,2014-05-15,27.58,27.58,Processed,EMP002,2,0.0,0.0,False
INV000664,SUP007,ST169,2014-05-05,2014-05-08,2014-05-10,2069.07,2069.07,Processed,EMP011,2,0.0,0.0,False
INV000665,SUP006,ST211,2014-05-05,2014-05-10,2014-05-12,13.3,13.3,Processed,EMP030,2,0.0,0.0,False
INV000666,SUP012,ST554,2014-05-05,2014-05-11,2014-05-17,372.78,372.78,Processed Late,EMP019,6,0.0,0.0,True
INV000667,SUP002,ST051,2014-05-05,2014-05-12,2014-05-15,32.12,32.12,Processed,EMP022,3,0.0,0.0,False
INV000668,SUP003,ST056,2014-05-05,2014-05-09,2014-05-11,86.64,86.64,Processed,EMP002,2,0.0,0.0,False
INV000669,SUP014,ST615,2014-05-05,2014-05-10,2014-05-15,15.45,15.45,Processed Late,EMP016,5,0.0,0.0,True
INV000670,SUP003,ST299,2014-05-05,2014-05-12,2014-05-14,1706.1,1706.1,Processed,EMP002,2,0.0,0.0,False
INV000671,SUP007,ST483,2014-05-05,2014-05-11,2014-05-19,271.0,271.0,Pending / Delayed,EMP025,8,0.0,0.0,True
INV000672,SUP009,ST397,2014-05-05,2014-05-12,2014-05-15,64.7,64.7,Processed,EMP007,3,0.0,0.0,False
INV000673,SUP008,ST046,2014-05-05,2014-05-08,2014-05-11,14.7,14.7,Processed,EMP021,3,0.0,0.0,False
INV000674,SUP014,ST276,2014-05-05,2014-05-09,2014-05-12,780.32,780.32,Processed,EMP019,3,0.0,0.0,False
INV000675,SUP011,ST100,2014-05-05,2014-05-08,2014-05-13,287.28,287.28,Processed Late,EMP024,5,0.0,0.0,True
INV000676,SUP007,ST604,2014-05-05,2014-05-13,2014-05-14,3519.23,3519.23,Processed,EMP013,1,0.0,0.0,False
INV000677,SUP014,ST536,2014-05-05,2014-05-10,2014-05-15,12.93,12.93,Processed Late,EMP013,5,0.0,0.0,True
INV000678,SUP004,ST488,2014-05-05,2014-05-08,2014-05-11,706.86,706.86,Processed,EMP024,3,0.0,0.0,False
INV000679,SUP012,ST036,2014-05-05,2014-05-11,2014-05-23,121.94,121.94,Pending / Delayed,EMP014,12,0.0,0.0,True
INV000680,SUP011,ST151,2014-05-05,2014-05-11,2014-05-16,1005.48,1005.48,Processed Late,EMP016,5,0.0,0.0,True
INV000681,SUP003,ST217,2014-05-05,2014-05-13,2014-05-16,156.32,156.32,Processed,EMP021,3,0.0,0.0,False
INV000682,SUP011,ST446,2014-05-05,2014-05-08,2014-05-11,64.47,64.47,Processed,EMP028,3,0.0,0.0,False
INV000683,SUP005,ST328,2014-05-05,2014-05-10,2014-05-13,69.96,69.96,Processed,EMP001,3,0.0,0.0,False
INV000684,SUP009,ST334,2014-05-05,2014-05-13,2014-05-15,154.42,154.42,Processed,EMP010,2,0.0,0.0,False
INV000685,SUP001,ST602,2014-05-05,2014-05-11,2014-05-12,6595.84,6595.84,Processed,EMP029,1,0.0,0.0,False
INV000686,SUP003,ST152,2014-05-05,2014-05-12,2014-05-15,367.95,367.95,Processed,EMP004,3,0.0,0.0,False
INV000687,SUP002,ST109,2014-05-05,2014-05-12,2014-05-14,20.6,20.6,Processed,EMP019,2,0.0,0.0,False
INV000688,SUP014,ST549,2014-05-05,2014-05-13,2014-05-15,362.15,362.15,Processed,EMP029,2,0.0,0.0,False
INV000689,SUP008,ST586,2014-05-05,2014-05-08,2014-05-09,1067.8,1067.8,Processed,EMP019,1,0.0,0.0,False
INV000690,SUP007,ST148,2014-05-05,2014-05-08,2014-05-13,21.99,21.99,Processed Late,EMP005,5,0.0,0.0,True
INV000691,SUP015,ST340,2014-05-05,2014-05-10,2014-05-16,37.8,37.8,Processed Late,EMP003,6,0.0,0.0,True
INV000692,SUP015,ST382,2014-05-05,2014-05-11,2014-05-14,723.01,723.01,Processed,EMP008,3,0.0,0.0,False
INV000693,SUP014,ST504,2014-05-05,2014-05-13,2014-05-14,38.72,38.72,Processed,EMP024,1,0.0,0.0,False
INV000694,SUP012,ST454,2014-05-05,2014-05-13,2014-05-19,88.38,88.38,Processed Late,EMP010,6,0.0,0.0,True
INV000695,SUP002,ST193,2014-05-05,2014-05-08,2014-05-11,159.15,159.15,Processed,EMP029,3,0.0,0.0,False
INV000696,SUP013,ST529,2014-05-05,2014-05-09,2014-05-11,24.45,24.45,Processed,EMP020,2,0.0,0.0,False
INV000697,SUP003,ST068,2014-05-05,2014-05-12,2014-05-14,292.2,292.2,Processed,EMP023,2,0.0,0.0,False
INV000698,SUP013,ST537,2014-05-05,2014-05-13,2014-05-15,124.92,124.92,Processed,EMP015,2,0.0,0.0,False
INV000699,SUP014,ST206,2014-05-05,2014-05-11,2014-05-14,730.46,717.36,Processed,EMP008,3,13.1,13.1,False
INV000700,SUP015,ST370,2014-05-05,2014-05-11,2014-05-15,44.97,44.97,Processed Late,EMP013,4,0.0,0.0,True
INV000701,SUP009,ST407,2014-05-05,2014-05-10,2014-05-14,99.97,99.97,Processed Late,EMP006,4,0.0,0.0,True
INV000702,SUP008,ST609,2014-05-05,2014-05-12,2014-05-16,32.32,32.32,Processed Late,EMP002,4,0.0,0.0,True
INV000703,SUP006,ST353,2014-05-05,2014-05-10,2014-05-12,60.01,60.01,Processed,EMP006,2,0.0,0.0,False
INV000704,SUP012,ST093,2014-05-05,2014-05-13,2014-05-16,32.0,32.0,Processed,EMP011,3,0.0,0.0,False
INV000705,SUP014,ST586,2014-05-05,2014-05-10,2014-05-13,35.7,35.7,Processed,EMP020,3,0.0,0.0,False
INV000706,SUP011,ST212,2014-05-05,2014-05-08,2014-05-14,18.09,18.09,Processed Late,EMP029,6,0.0,0.0,True
INV000707,SUP014,ST010,2014-05-05,2014-05-09,2014-05-14,1759.5,1759.5,Processed Late,EMP012,5,0.0,0.0,True
INV000708,SUP001,ST230,2014-05-05,2014-05-12,2014-05-17,144.76,144.76,Processed Late,EMP019,5,0.0,0.0,True
INV000709,SUP012,ST282,2014-05-05,2014-05-08,2014-05-10,3136.65,3136.65,Processed,EMP004,2,0.0,0.0,False
INV000710,SUP004,ST478,2014-05-05,2014-05-13,2014-05-16,1525.16,1525.16,Processed,EMP001,3,0.0,0.0,False
INV000711,SUP007,ST599,2014-05-05,2014-05-09,2014-05-11,487.26,487.26,Processed,EMP014,2,0.0,0.0,False
INV000712,SUP014,ST384,2014-05-05,2014-05-13,2014-05-21,1197.54,1197.54,Pending / Delayed,EMP017,8,0.0,0.0,True
INV000713,SUP002,ST494,2014-05-05,2014-05-12,2014-05-13,749.43,749.43,Processed,EMP028,1,0.0,0.0,False
INV000714,SUP014,ST284,2014-05-05,2014-05-10,2014-05-12,2751.9,2751.9,Processed,EMP018,2,0.0,0.0,False
INV000715,SUP009,ST247,2014-05-05,2014-05-08,2014-05-10,45.32,45.32,Processed,EMP002,2,0.0,0.0,False
INV000716,SUP011,ST144,2014-05-05,2014-05-12,2014-05-15,28.56,28.56,Processed,EMP003,3,0.0,0.0,False
INV000717,SUP005,ST429,2014-05-05,2014-05-11,2014-05-16,41.65,41.65,Processed Late,EMP028,5,0.0,0.0,True
INV000718,SUP010,ST195,2014-05-05,2014-05-09,2014-05-14,269.24,291.09,Processed Late,EMP022,5,-21.85,21.85,True
INV000719,SUP011,ST488,2014-05-05,2014-05-08,2014-05-09,195.48,195.48,Processed,EMP019,1,0.0,0.0,False
INV000720,SUP014,ST572,2014-05-05,2014-05-11,2014-05-16,898.37,898.37,Processed Late,EMP025,5,0.0,0.0,True
INV000721,SUP012,ST265,2014-05-20,2014-05-27,2014-05-29,974.8,974.8,Processed,EMP013,2,0.0,0.0,False
INV000722,SUP015,ST344,2014-05-20,2014-05-27,2014-05-28,126.91,126.91,Processed,EMP012,1,0.0,0.0,False
INV000723,SUP014,ST315,2014-05-20,2014-05-28,2014-05-30,526.24,526.24,Processed,EMP022,2,0.0,0.0,False
INV000724,SUP010,ST302,2014-05-20,2014-05-23,2014-05-27,1234.56,1234.56,Processed Late,EMP009,4,0.0,0.0,True
INV000725,SUP014,ST598,2014-05-20,2014-05-25,2014-05-27,747.5,747.5,Processed,EMP011,2,0.0,0.0,False
INV000726,SUP004,ST513,2014-05-20,2014-05-25,2014-05-26,153.28,153.28,Processed,EMP025,1,0.0,0.0,False
INV000727,SUP007,ST056,2014-05-20,2014-05-24,2014-05-30,138.88,138.88,Processed Late,EMP009,6,0.0,0.0,True
INV000728,SUP010,ST469,2014-05-20,2014-05-25,2014-05-27,21.92,21.92,Processed,EMP024,2,0.0,0.0,False
INV000729,SUP008,ST341,2014-05-20,2014-05-24,2014-05-28,198.52,198.52,Processed Late,EMP016,4,0.0,0.0,True
INV000730,SUP005,ST215,2014-05-20,2014-05-23,2014-05-26,361.98,361.98,Processed,EMP010,3,0.0,0.0,False
INV000731,SUP013,ST091,2014-05-20,2014-05-27,2014-06-05,6.3,6.3,Pending / Delayed,EMP008,9,0.0,0.0,True
INV000732,SUP007,ST440,2014-05-20,2014-05-25,2014-06-05,132.6,132.6,Pending / Delayed,EMP017,11,0.0,0.0,True
INV000733,SUP004,ST383,2014-05-20,2014-05-28,2014-05-30,38.68,38.68,Processed,EMP013,2,0.0,0.0,False
INV000734,SUP011,ST005,2014-05-20,2014-05-23,2014-05-27,1138.68,1138.68,Processed Late,EMP003,4,0.0,0.0,True
INV000735,SUP002,ST393,2014-05-20,2014-05-28,2014-05-31,23.14,23.14,Processed,EMP025,3,0.0,0.0,False
INV000736,SUP014,ST047,2014-05-20,2014-05-25,2014-05-31,258.06,258.06,Processed Late,EMP029,6,0.0,0.0,True
INV000737,SUP010,ST537,2014-05-20,2014-05-26,2014-05-28,305.28,305.28,Processed,EMP024,2,0.0,0.0,False
INV000738,SUP015,ST502,2014-05-20,2014-05-28,2014-05-31,20.16,20.16,Processed,EMP024,3,0.0,0.0,False
INV000739,SUP015,ST414,2014-05-20,2014-05-23,2014-05-29,228.72,228.72,Processed Late,EMP011,6,0.0,0.0,True
INV000740,SUP003,ST217,2014-05-20,2014-05-25,2014-05-28,94.77,94.77,Processed,EMP027,3,0.0,0.0,False
INV000741,SUP006,ST039,2014-05-20,2014-05-23,2014-05-27,341.82,341.82,Processed Late,EMP020,4,0.0,0.0,True
INV000742,SUP010,ST050,2014-05-20,2014-05-28,2014-05-31,16.1,16.1,Processed,EMP016,3,0.0,0.0,False
INV000743,SUP001,ST050,2014-05-20,2014-05-25,2014-05-30,145.25,145.25,Processed Late,EMP014,5,0.0,0.0,True
INV000744,SUP009,ST259,2014-05-20,2014-05-24,2014-05-29,129.92,129.92,Processed Late,EMP028,5,0.0,0.0,True
INV000745,SUP011,ST010,2014-05-20,2014-05-25,2014-05-28,73.98,73.98,Processed,EMP009,3,0.0,0.0,False
INV000746,SUP005,ST621,2014-05-20,2014-05-27,2014-06-01,64.0,64.0,Processed Late,EMP012,5,0.0,0.0,True
INV000747,SUP010,ST121,2014-05-20,2014-05-28,2014-05-31,7.15,7.15,Processed,EMP010,3,0.0,0.0,False
INV000748,SUP010,ST205,2014-05-20,2014-05-26,2014-05-28,1054.23,986.45,Processed,EMP016,2,67.78,67.78,False
INV000749,SUP006,ST420,2014-05-20,2014-05-23,2014-05-26,378.9,378.9,Processed,EMP016,3,0.0,0.0,False
INV000750,SUP015,ST213,2014-05-20,2014-05-24,2014-05-26,257.79,257.79,Processed,EMP022,2,0.0,0.0,False
INV000751,SUP011,ST092,2014-05-20,2014-05-23,2014-05-25,239.04,239.04,Processed,EMP013,2,0.0,0.0,False
INV000752,SUP003,ST093,2014-05-20,2014-05-28,2014-05-30,31.8,31.8,Processed,EMP022,2,0.0,0.0,False
INV000753,SUP011,ST237,2014-05-20,2014-05-28,2014-06-01,14.2,14.2,Processed Late,EMP005,4,0.0,0.0,True
INV000754,SUP002,ST179,2014-05-20,2014-05-26,2014-05-30,15.2,15.2,Processed Late,EMP029,4,0.0,0.0,True
INV000755,SUP011,ST321,2014-05-20,2014-05-24,2014-05-25,1164.24,1164.24,Processed,EMP018,1,0.0,0.0,False
INV000756,SUP013,ST047,2014-05-20,2014-05-27,2014-05-30,2.55,2.55,Processed,EMP028,3,0.0,0.0,False
INV000757,SUP003,ST337,2014-05-20,2014-05-25,2014-06-04,22.56,22.56,Pending / Delayed,EMP012,10,0.0,0.0,True
INV000758,SUP002,ST382,2014-05-20,2014-05-28,2014-05-30,1091.1,1091.1,Processed,EMP019,2,0.0,0.0,False
INV000759,SUP008,ST279,2014-05-20,2014-05-23,2014-05-25,257.1,257.1,Processed,EMP010,2,0.0,0.0,False
INV000760,SUP011,ST171,2014-05-20,2014-05-25,2014-05-26,60.69,60.69,Processed,EMP012,1,0.0,0.0,False
INV000761,SUP014,ST164,2014-05-20,2014-05-28,2014-05-31,5170.32,5170.32,Processed,EMP027,3,0.0,0.0,False
INV000762,SUP010,ST449,2014-05-20,2014-05-27,2014-05-30,327.89,320.2,Processed,EMP017,3,7.69,7.69,False
INV000763,SUP010,ST030,2014-05-20,2014-05-24,2014-05-26,43.26,43.26,Processed,EMP016,2,0.0,0.0,False
INV000764,SUP007,ST452,2014-05-20,2014-05-27,2014-05-31,3159.28,3159.28,Processed Late,EMP002,4,0.0,0.0,True
