purchase_id,purchase_date,store_id,supplier_id,product_id,quantity,unit_cost,expected_delivery,actual_delivery,delivery_status,purchase_value
PUR001095,2014-07-20,ST166,SUP003,FUR-FU-10003930,5,44.88,2014-07-25,2014-07-28,Late,224.4
PUR001096,2014-07-20,ST467,SUP003,OFF-AP-10000696,20,10.22,2014-07-27,2014-07-28,Late,204.4
PUR001097,2014-07-20,ST331,SUP005,FUR-CH-10003817,3,41.85,2014-07-25,2014-07-27,Late,125.55000000000001
PUR001098,2014-07-20,ST564,SUP014,OFF-AP-10001469,4,31.14,2014-07-23,2014-07-24,Late,124.56
PUR001099,2014-07-20,ST282,SUP012,OFF-ST-10002562,17,6.26,2014-07-25,2014-07-28,Late,106.42
PUR001100,2014-07-20,ST215,SUP012,FUR-CH-10004086,15,208.15,2014-07-27,2014-07-26,Early,3122.25
PUR001101,2014-07-20,ST542,SUP011,OFF-PA-10001838,5,3.04,2014-07-23,2014-07-25,Late,15.2
PUR001102,2014-07-20,ST325,SUP014,FUR-FU-10003806,11,134.24,2014-07-25,2014-07-28,Late,1476.64
PUR001103,2014-07-20,ST133,SUP006,OFF-BI-10001524,20,11.99,2014-07-27,2014-07-30,Late,239.8
PUR001104,2014-07-20,ST510,SUP011,OFF-AR-10004042,17,12.82,2014-07-26,2014-07-31,Late,217.94
PUR001105,2014-07-20,ST298,SUP004,TEC-PH-10001363,7,429.61,2014-07-24,2014-07-23,Early,3007.27
PUR001106,2014-07-20,ST121,SUP011,FUR-FU-10001979,5,26.69,2014-07-24,2014-07-29,Late,133.45000000000002
PUR001107,2014-07-20,ST359,SUP006,OFF-BI-10002852,15,8.26,2014-07-27,2014-08-01,Late,123.89999999999999
PUR001108,2014-07-20,ST289,SUP004,OFF-AR-10004757,8,1.98,2014-07-25,2014-07-30,Late,15.84
PUR001109,2014-07-20,ST564,SUP009,OFF-BI-10002133,4,20.99,2014-07-25,2014-07-30,Late,83.96
PUR001110,2014-07-20,ST350,SUP006,OFF-PA-10001260,2,4.07,2014-07-26,2014-07-30,Late,8.14
PUR001111,2014-07-20,ST180,SUP001,FUR-FU-10002456,20,4.25,2014-07-24,2014-07-25,Late,85.0
PUR001112,2014-07-20,ST486,SUP008,OFF-ST-10001228,12,11.21,2014-07-23,2014-07-27,Late,134.52
PUR001113,2014-07-20,ST472,SUP011,FUR-FU-10001861,6,9.86,2014-07-27,2014-07-28,Late,59.16
PUR001114,2014-07-20,ST058,SUP007,TEC-MA-10000822,16,1257.58,2014-07-27,2014-07-28,Late,20121.28
PUR001115,2014-07-20,ST569,SUP006,OFF-AP-10001293,20,30.83,2014-07-27,2014-07-26,Early,616.5999999999999
PUR001116,2014-07-20,ST363,SUP006,OFF-LA-10001934,8,3.93,2014-07-23,2014-07-23,On Time,31.44
PUR001117,2014-07-20,ST385,SUP006,OFF-PA-10000806,10,30.5,2014-07-27,2014-08-01,Late,305.0
PUR001118,2014-07-20,ST192,SUP007,TEC-AC-10000844,7,55.17,2014-07-27,2014-07-26,Early,386.19
PUR001119,2014-07-20,ST033,SUP006,OFF-BI-10002432,11,2.79,2014-07-25,2014-07-27,Late,30.69
PUR001120,2014-07-20,ST381,SUP004,OFF-FA-10000053,4,1.85,2014-07-26,2014-07-31,Late,7.4
PUR001121,2014-08-05,ST180,SUP005,OFF-BI-10004209,11,4.17,2014-08-08,2014-08-09,Late,45.87
PUR001122,2014-08-05,ST095,SUP015,OFF-LA-10000443,3,2.06,2014-08-11,2014-08-14,Late,6.18
PUR001123,2014-08-05,ST513,SUP015,OFF-FA-10000304,2,1.36,2014-08-09,2014-08-09,On Time,2.72
PUR001124,2014-08-05,ST537,SUP012,FUR-CH-10003981,12,197.91,2014-08-10,2014-08-15,Late,2374.92
PUR001125,2014-08-05,ST101,SUP014,FUR-BO-10002613,12,182.65,2014-08-12,2014-08-16,Late,2191.8
PUR001126,2014-08-05,ST471,SUP001,OFF-AR-10000940,6,2.02,2014-08-11,2014-08-15,Late,12.120000000000001
PUR001127,2014-08-05,ST046,SUP005,OFF-BI-10002082,18,15.36,2014-08-12,2014-08-17,Late,276.48
PUR001128,2014-08-05,ST048,SUP015,OFF-ST-10001228,4,10.0,2014-08-08,2014-08-11,Late,40.0
PUR001129,2014-08-05,ST320,SUP013,TEC-PH-10002680,11,139.29,2014-08-09,2014-08-10,Late,1532.1899999999998
PUR001130,2014-08-05,ST546,SUP005,OFF-SU-10001218,8,7.42,2014-08-10,2014-08-15,Late,59.36
PUR001131,2014-08-05,ST153,SUP005,OFF-LA-10001569,16,2.78,2014-08-09,2014-08-10,Late,44.48
PUR001132,2014-08-05,ST574,SUP010,FUR-CH-10004675,5,141.79,2014-08-12,2014-08-11,Early,708.9499999999999
PUR001133,2014-08-05,ST327,SUP009,OFF-BI-10004022,8,1.51,2014-08-10,2014-08-10,On Time,12.08
PUR001134,2014-08-05,ST073,SUP003,TEC-AC-10004469,11,22.7,2014-08-10,2014-08-13,Late,249.7
PUR001135,2014-08-05,ST134,SUP001,OFF-ST-10002615,12,115.68,2014-08-08,2014-08-10,Late,1388.16
PUR001136,2014-08-05,ST089,SUP001,OFF-AR-10002578,3,1.88,2014-08-11,2014-08-13,Late,5.64
PUR001137,2014-08-05,ST607,SUP015,OFF-AP-10004859,7,11.06,2014-08-11,2014-08-14,Late,77.42
PUR001138,2014-08-05,ST203,SUP014,TEC-AC-10004877,13,6.11,2014-08-12,2014-08-11,Early,79.43
PUR001139,2014-08-05,ST480,SUP002,OFF-AP-10004540,16,58.5,2014-08-08,2014-08-10,Late,936.0
PUR001140,2014-08-05,ST477,SUP012,OFF-BI-10002160,11,2.05,2014-08-11,2014-08-11,On Time,22.549999999999997
PUR001141,2014-08-05,ST632,SUP015,OFF-BI-10001922,9,2.92,2014-08-10,2014-08-11,Late,26.28
PUR001142,2014-08-05,ST339,SUP015,OFF-BI-10002309,14,2.72,2014-08-10,2014-08-12,Late,38.080000000000005
PUR001143,2014-08-05,ST116,SUP008,OFF-BI-10000014,17,5.24,2014-08-10,2014-08-12,Late,89.08
PUR001144,2014-08-05,ST357,SUP005,OFF-LA-10000248,16,2.09,2014-08-12,2014-08-15,Late,33.44
PUR001145,2014-08-05,ST110,SUP007,OFF-ST-10001097,6,167.54,2014-08-10,2014-08-13,Late,1005.24
PUR001146,2014-08-05,ST473,SUP009,TEC-AC-10001767,4,37.67,2014-08-11,2014-08-14,Late,150.68
PUR001147,2014-08-05,ST562,SUP004,TEC-AC-10003628,15,15.92,2014-08-09,2014-08-11,Late,238.8
PUR001148,2014-08-05,ST606,SUP004,FUR-FU-10000723,14,34.34,2014-08-11,2014-08-16,Late,480.76000000000005
PUR001149,2014-08-05,ST558,SUP006,OFF-PA-10004243,15,10.0,2014-08-09,2014-08-09,On Time,150.0
PUR001150,2014-08-05,ST588,SUP012,OFF-LA-10004484,4,2.34,2014-08-11,2014-08-10,Early,9.36
PUR001151,2014-08-05,ST569,SUP006,OFF-AP-10001469,20,30.18,2014-08-08,2014-08-13,Late,603.6
PUR001152,2014-08-05,ST072,SUP007,FUR-FU-10003799,16,11.47,2014-08-12,2014-08-11,Early,183.52
PUR001153,2014-08-05,ST063,SUP011,OFF-AP-10002518,14,122.0,2014-08-08,2014-08-08,On Time,1708.0
PUR001154,2014-08-05,ST001,SUP015,TEC-PH-10004912,6,42.04,2014-08-09,2014-08-13,Late,252.24
PUR001155,2014-08-05,ST400,SUP005,TEC-AC-10001013,6,19.44,2014-08-12,2014-08-15,Late,116.64000000000001
PUR001156,2014-08-05,ST325,SUP011,FUR-FU-10001057,16,14.46,2014-08-10,2014-08-13,Late,231.36
PUR001157,2014-08-05,ST446,SUP015,TEC-AC-10000158,11,30.81,2014-08-10,2014-08-09,Early,338.90999999999997
PUR001158,2014-08-05,ST414,SUP009,TEC-AC-10001635,20,7.41,2014-08-09,2014-08-14,Late,148.2
PUR001159,2014-08-05,ST563,SUP015,OFF-EN-10003072,11,1.84,2014-08-08,2014-08-07,Early,20.240000000000002
PUR001160,2014-08-05,ST113,SUP006,FUR-FU-10001591,19,7.53,2014-08-10,2014-08-15,Late,143.07
PUR001161,2014-08-05,ST605,SUP012,TEC-AC-10002857,2,4.87,2014-08-11,2014-08-15,Late,9.74
PUR001162,2014-08-05,ST391,SUP007,TEC-AC-10002345,12,11.34,2014-08-11,2014-08-14,Late,136.07999999999998
PUR001163,2014-08-05,ST143,SUP008,TEC-PH-10000673,8,34.89,2014-08-09,2014-08-12,Late,279.12
PUR001164,2014-08-05,ST428,SUP006,TEC-PH-10001300,14,16.12,2014-08-09,2014-08-10,Late,225.68
PUR001165,2014-08-05,ST017,SUP002,FUR-FU-10004351,6,5.06,2014-08-09,2014-08-13,Late,30.36
PUR001166,2014-08-05,ST087,SUP003,OFF-AR-10002445,17,4.53,2014-08-09,2014-08-13,Late,77.01
PUR001167,2014-08-05,ST619,SUP015,OFF-PA-10000061,15,3.61,2014-08-11,2014-08-14,Late,54.15
PUR001168,2014-08-05,ST566,SUP007,TEC-AC-10003280,7,23.48,2014-08-11,2014-08-13,Late,164.36
PUR001169,2014-08-05,ST620,SUP007,FUR-FU-10004597,13,45.64,2014-08-08,2014-08-11,Late,593.32
PUR001170,2014-08-05,ST514,SUP004,OFF-SU-10002522,17,2.95,2014-08-10,2014-08-12,Late,50.150000000000006
PUR001171,2014-08-05,ST039,SUP001,OFF-PA-10000327,19,2.39,2014-08-12,2014-08-14,Late,45.410000000000004
PUR001172,2014-08-05,ST082,SUP008,TEC-PH-10002275,13,125.55,2014-08-09,2014-08-13,Late,1632.1499999999999
PUR001173,2014-08-05,ST287,SUP013,OFF-BI-10000545,18,417.29,2014-08-11,2014-08-14,Late,7511.22
PUR001174,2014-08-05,ST091,SUP010,OFF-BI-10001267,4,3.22,2014-08-09,2014-08-11,Late,12.88
PUR001175,2014-08-05,ST594,SUP009,OFF-PA-10003848,4,3.49,2014-08-10,2014-08-13,Late,13.96
PUR001176,2014-08-05,ST012,SUP009,TEC-PH-10003171,3,34.98,2014-08-11,2014-08-13,Late,104.94
PUR001177,2014-08-05,ST340,SUP010,TEC-MA-10000418,18,2400.28,2014-08-11,2014-08-12,Late,43205.04
PUR001178,2014-08-05,ST612,SUP001,OFF-EN-10000781,11,4.44,2014-08-10,2014-08-14,Late,48.84
PUR001179,2014-08-05,ST485,SUP011,OFF-PA-10000552,20,3.21,2014-08-12,2014-08-12,On Time,64.2
PUR001180,2014-08-05,ST028,SUP005,OFF-AR-10003631,20,2.95,2014-08-10,2014-08-12,Late,59.0
PUR001181,2014-08-05,ST285,SUP002,OFF-PA-10001526,4,2.35,2014-08-10,2014-08-10,On Time,9.4
PUR001182,2014-08-05,ST015,SUP005,TEC-AC-10004510,10,14.06,2014-08-08,2014-08-11,Late,140.6
PUR001183,2014-08-05,ST155,SUP012,OFF-BI-10000605,7,2.18,2014-08-11,2014-08-12,Late,15.260000000000002
PUR001184,2014-08-05,ST242,SUP012,OFF-AR-10003481,7,2.22,2014-08-11,2014-08-11,On Time,15.540000000000001
PUR001185,2014-08-05,ST087,SUP006,OFF-LA-10001474,18,17.68,2014-08-09,2014-08-12,Late,318.24
PUR001186,2014-08-05,ST423,SUP013,OFF-AP-10003622,6,2.46,2014-08-11,2014-08-11,On Time,14.76
PUR001187,2014-08-05,ST216,SUP003,TEC-PH-10004080,16,51.17,2014-08-12,2014-08-16,Late,818.72
PUR001188,2014-08-05,ST119,SUP005,TEC-AC-10004761,13,9.43,2014-08-08,2014-08-08,On Time,122.59
PUR001189,2014-08-05,ST488,SUP005,FUR-FU-10001025,16,2.71,2014-08-12,2014-08-12,On Time,43.36
PUR001190,2014-08-05,ST486,SUP007,OFF-AP-10000692,14,15.13,2014-08-10,2014-08-10,On Time,211.82000000000002
PUR001191,2014-08-05,ST296,SUP001,OFF-AR-10004752,18,2.06,2014-08-11,2014-08-13,Late,37.08
PUR001192,2014-08-05,ST043,SUP011,OFF-BI-10000829,12,2.65,2014-08-08,2014-08-11,Late,31.799999999999997
PUR001193,2014-08-05,ST626,SUP007,OFF-LA-10001613,13,1.6,2014-08-10,2014-08-11,Late,20.8
PUR001194,2014-08-05,ST262,SUP002,OFF-BI-10003350,10,3.28,2014-08-12,2014-08-14,Late,32.8
PUR001195,2014-08-05,ST248,SUP012,FUR-CH-10003298,16,125.7,2014-08-12,2014-08-17,Late,2011.2
PUR001196,2014-08-05,ST185,SUP011,OFF-AP-10000124,8,6.01,2014-08-10,2014-08-13,Late,48.08
PUR001197,2014-08-05,ST070,SUP014,TEC-PH-10004833,2,12.36,2014-08-08,2014-08-10,Late,24.72
PUR001198,2014-08-05,ST457,SUP011,OFF-ST-10001325,5,7.69,2014-08-10,2014-08-10,On Time,38.45
PUR001199,2014-08-05,ST025,SUP001,OFF-PA-10000295,11,3.2,2014-08-12,2014-08-11,Early,35.2
PUR001200,2014-08-05,ST223,SUP011,FUR-BO-10004015,3,101.8,2014-08-12,2014-08-16,Late,305.4
PUR001201,2014-08-20,ST089,SUP002,OFF-PA-10004100,5,3.51,2014-08-27,2014-08-27,On Time,17.549999999999997
PUR001202,2014-08-20,ST580,SUP015,OFF-PA-10001293,14,3.47,2014-08-24,2014-08-23,Early,48.580000000000005
PUR001203,2014-08-20,ST078,SUP008,OFF-BI-10003291,7,4.4,2014-08-26,2014-08-27,Late,30.800000000000004
PUR001204,2014-08-20,ST332,SUP011,OFF-ST-10002214,15,8.68,2014-08-25,2014-08-25,On Time,130.2
PUR001205,2014-08-20,ST392,SUP001,OFF-AR-10000475,4,8.13,2014-08-26,2014-08-27,Late,32.52
PUR001206,2014-08-20,ST272,SUP014,OFF-SU-10000946,3,5.39,2014-08-24,2014-08-26,Late,16.169999999999998
PUR001207,2014-08-20,ST206,SUP015,OFF-BI-10001658,4,13.43,2014-08-27,2014-08-29,Late,53.72
PUR001208,2014-08-20,ST148,SUP002,OFF-PA-10001667,7,3.38,2014-08-27,2014-09-01,Late,23.66
PUR001209,2014-08-20,ST109,SUP011,FUR-FU-10001185,15,17.22,2014-08-26,2014-08-30,Late,258.29999999999995
PUR001210,2014-08-20,ST073,SUP002,OFF-ST-10001228,10,9.52,2014-08-27,2014-08-31,Late,95.19999999999999
PUR001211,2014-08-20,ST510,SUP001,TEC-AC-10001635,10,8.68,2014-08-24,2014-08-28,Late,86.8
PUR001212,2014-08-20,ST400,SUP011,OFF-LA-10001613,2,1.6,2014-08-25,2014-08-25,On Time,3.2
PUR001213,2014-08-20,ST004,SUP010,TEC-AC-10000358,12,31.21,2014-08-27,2014-08-31,Late,374.52
PUR001214,2014-08-20,ST072,SUP007,FUR-FU-10004973,17,10.88,2014-08-27,2014-08-27,On Time,184.96
PUR001215,2014-08-20,ST494,SUP012,OFF-AP-10002457,2,74.63,2014-08-23,2014-08-26,Late,149.26
PUR001216,2014-08-20,ST342,SUP006,FUR-FU-10000221,19,3.64,2014-08-25,2014-08-27,Late,69.16
PUR001217,2014-08-20,ST093,SUP011,OFF-BI-10000174,3,3.1,2014-08-25,2014-08-28,Late,9.3
PUR001218,2014-08-20,ST297,SUP008,OFF-LA-10002312,12,6.78,2014-08-24,2014-08-24,On Time,81.36
PUR001219,2014-08-20,ST196,SUP007,OFF-LA-10001474,19,14.97,2014-08-25,2014-08-29,Late,284.43
PUR001220,2014-08-20,ST368,SUP011,FUR-CH-10004860,14,102.45,2014-08-26,2014-08-25,Early,1434.3
PUR001221,2014-08-20,ST037,SUP003,FUR-FU-10003194,16,7.07,2014-08-24,2014-08-23,Early,113.12
PUR001222,2014-08-20,ST065,SUP007,FUR-TA-10001889,20,329.66,2014-08-27,2014-08-31,Late,6593.200000000001
PUR001223,2014-08-20,ST461,SUP014,TEC-AC-10003038,11,7.25,2014-08-23,2014-08-22,Early,79.75
PUR001224,2014-08-20,ST044,SUP013,OFF-AP-10004487,12,53.35,2014-08-26,2014-08-25,Early,640.2
PUR001225,2014-08-20,ST536,SUP011,OFF-PA-10003302,8,19.94,2014-08-26,2014-08-30,Late,159.52
PUR001226,2014-08-20,ST239,SUP010,FUR-FU-10004960,19,14.1,2014-08-23,2014-08-22,Early,267.9
PUR001227,2014-08-20,ST483,SUP001,OFF-ST-10004123,6,90.78,2014-08-27,2014-08-26,Early,544.6800000000001
PUR001228,2014-08-20,ST015,SUP003,FUR-CH-10001482,9,121.27,2014-08-24,2014-08-28,Late,1091.43
PUR001229,2014-08-20,ST100,SUP014,FUR-FU-10003424,3,7.85,2014-08-26,2014-08-29,Late,23.549999999999997
PUR001230,2014-08-20,ST109,SUP002,TEC-AC-10001465,7,27.13,2014-08-23,2014-08-25,Late,189.91
PUR001231,2014-08-20,ST437,SUP004,OFF-AR-10000658,9,7.59,2014-08-25,2014-08-30,Late,68.31
PUR001232,2014-08-20,ST590,SUP011,OFF-ST-10000991,14,107.6,2014-08-27,2014-08-27,On Time,1506.3999999999999
PUR001233,2014-08-20,ST219,SUP013,OFF-PA-10001950,12,4.9,2014-08-23,2014-08-26,Late,58.800000000000004
PUR001234,2014-08-20,ST281,SUP002,OFF-AR-10004022,7,26.1,2014-08-24,2014-08-29,Late,182.70000000000002
PUR001235,2014-08-20,ST567,SUP006,OFF-BI-10003784,15,0.82,2014-08-24,2014-08-26,Late,12.299999999999999
PUR001236,2014-08-20,ST137,SUP001,FUR-FU-10000755,9,5.08,2014-08-23,2014-08-28,Late,45.72
PUR001237,2014-08-20,ST499,SUP001,FUR-FU-10002759,14,13.5,2014-08-23,2014-08-22,Early,189.0
PUR001238,2014-08-20,ST608,SUP002,OFF-ST-10001809,2,82.39,2014-08-25,2014-08-27,Late,164.78
PUR001239,2014-08-20,ST147,SUP004,OFF-AP-10000358,17,9.57,2014-08-25,2014-08-28,Late,162.69
PUR001240,2014-08-20,ST626,SUP003,FUR-FU-10000023,16,3.24,2014-08-23,2014-08-26,Late,51.84
PUR001241,2014-08-20,ST091,SUP010,OFF-BI-10001116,7,2.86,2014-08-25,2014-08-26,Late,20.02
PUR001242,2014-08-20,ST197,SUP004,FUR-CH-10002320,15,202.42,2014-08-23,2014-08-26,Late,3036.2999999999997
PUR001243,2014-08-20,ST553,SUP014,OFF-ST-10001172,5,16.32,2014-08-27,2014-08-27,On Time,81.6
PUR001244,2014-08-20,ST214,SUP011,TEC-AC-10003063,16,20.82,2014-08-25,2014-08-24,Early,333.12
PUR001245,2014-08-20,ST486,SUP003,TEC-AC-10000397,8,30.02,2014-08-26,2014-08-26,On Time,240.16
PUR001246,2014-08-20,ST056,SUP001,OFF-PA-10003016,7,1.79,2014-08-25,2014-08-26,Late,12.530000000000001
PUR001247,2014-08-20,ST632,SUP006,TEC-PH-10000439,8,28.02,2014-08-26,2014-08-25,Early,224.16
PUR001248,2014-08-20,ST551,SUP015,OFF-ST-10004186,5,113.99,2014-08-24,2014-08-24,On Time,569.9499999999999
PUR001249,2014-08-20,ST073,SUP002,OFF-PA-10000249,2,6.49,2014-08-24,2014-08-28,Late,12.98
PUR001250,2014-08-20,ST430,SUP006,FUR-TA-10003473,16,294.99,2014-08-24,2014-08-28,Late,4719.84
PUR001251,2014-08-20,ST334,SUP002,OFF-PA-10002377,12,10.72,2014-08-24,2014-08-23,Early,128.64000000000001
PUR001252,2014-08-20,ST205,SUP014,TEC-AC-10004510,9,15.42,2014-08-26,2014-08-26,On Time,138.78
PUR001253,2014-08-20,ST056,SUP008,OFF-AR-10002240,4,27.77,2014-08-26,2014-08-26,On Time,111.08
PUR001254,2014-08-20,ST183,SUP008,TEC-PH-10001944,8,110.91,2014-08-26,2014-08-27,Late,887.28
PUR001255,2014-08-20,ST368,SUP004,OFF-PA-10000994,6,54.06,2014-08-25,2014-08-25,On Time,324.36
PUR001256,2014-08-20,ST583,SUP012,OFF-PA-10001838,12,2.78,2014-08-23,2014-08-24,Late,33.36
PUR001257,2014-08-20,ST470,SUP008,OFF-LA-10000134,6,1.48,2014-08-26,2014-08-26,On Time,8.879999999999999
PUR001258,2014-08-20,ST619,SUP005,OFF-LA-10003720,12,1.85,2014-08-24,2014-08-29,Late,22.200000000000003
PUR001259,2014-08-20,ST236,SUP009,OFF-FA-10001561,7,1.48,2014-08-23,2014-08-25,Late,10.36
PUR001260,2014-08-20,ST606,SUP004,OFF-PA-10002764,18,5.77,2014-08-26,2014-08-31,Late,103.85999999999999
PUR001261,2014-08-20,ST439,SUP012,OFF-BI-10001294,16,6.15,2014-08-24,2014-08-24,On Time,98.4
PUR001262,2014-08-20,ST606,SUP004,OFF-AP-10001492,12,6.29,2014-08-24,2014-08-27,Late,75.48
PUR001263,2014-08-20,ST042,SUP001,FUR-CH-10003956,2,64.93,2014-08-26,2014-08-30,Late,129.86
PUR001264,2014-08-20,ST404,SUP009,OFF-AR-10004042,18,11.58,2014-08-26,2014-08-31,Late,208.44
PUR001265,2014-08-20,ST086,SUP004,OFF-AP-10003266,5,8.51,2014-08-27,2014-09-01,Late,42.55
PUR001266,2014-08-20,ST224,SUP007,OFF-LA-10003766,2,1.7,2014-08-24,2014-08-25,Late,3.4
PUR001267,2014-08-20,ST017,SUP002,FUR-CH-10003968,11,59.2,2014-08-26,2014-08-30,Late,651.2
PUR001268,2014-08-20,ST585,SUP008,TEC-CO-10002095,11,256.39,2014-08-27,2014-08-26,Early,2820.29
PUR001269,2014-08-20,ST416,SUP003,FUR-FU-10001037,16,5.18,2014-08-24,2014-08-29,Late,82.88
PUR001270,2014-08-20,ST002,SUP012,TEC-PH-10003691,13,96.89,2014-08-23,2014-08-25,Late,1259.57
PUR001271,2014-08-20,ST437,SUP005,OFF-ST-10000617,12,2.79,2014-08-25,2014-08-29,Late,33.480000000000004
PUR001272,2014-08-20,ST083,SUP004,TEC-AC-10002331,19,6.25,2014-08-27,2014-08-28,Late,118.75
PUR001273,2014-08-20,ST373,SUP015,FUR-FU-10000672,3,7.78,2014-08-23,2014-08-22,Early,23.34
PUR001274,2014-08-20,ST042,SUP010,OFF-AP-10000696,14,9.4,2014-08-25,2014-08-26,Late,131.6
PUR001275,2014-08-20,ST069,SUP012,OFF-AR-10004269,7,3.06,2014-08-27,2014-08-31,Late,21.42
PUR001276,2014-08-20,ST245,SUP006,FUR-TA-10003837,8,12.86,2014-08-27,2014-08-26,Early,102.88
PUR001277,2014-08-20,ST595,SUP013,FUR-CH-10001545,17,100.29,2014-08-24,2014-08-29,Late,1704.93
PUR001278,2014-08-20,ST274,SUP015,OFF-PA-10001260,9,4.25,2014-08-27,2014-08-31,Late,38.25
PUR001279,2014-08-20,ST382,SUP002,OFF-PA-10003971,15,2.91,2014-08-25,2014-08-27,Late,43.650000000000006
PUR001280,2014-08-20,ST126,SUP014,OFF-PA-10000019,17,3.37,2014-08-26,2014-08-30,Late,57.29
PUR001281,2014-09-05,ST300,SUP009,OFF-AR-10000422,19,1.66,2014-09-11,2014-09-14,Late,31.54
PUR001282,2014-09-05,ST068,SUP012,OFF-BI-10003476,13,3.16,2014-09-09,2014-09-11,Late,41.08
PUR001283,2014-09-05,ST184,SUP015,OFF-PA-10003641,4,13.05,2014-09-10,2014-09-09,Early,52.2
PUR001284,2014-09-05,ST152,SUP002,OFF-AP-10000804,5,3.13,2014-09-11,2014-09-11,On Time,15.649999999999999
PUR001285,2014-09-05,ST024,SUP011,FUR-FU-10000448,8,15.24,2014-09-10,2014-09-12,Late,121.92
PUR001286,2014-09-05,ST356,SUP008,TEC-PH-10001300,19,16.39,2014-09-11,2014-09-13,Late,311.41
PUR001287,2014-09-05,ST023,SUP002,FUR-CH-10000785,2,128.34,2014-09-09,2014-09-14,Late,256.68
PUR001288,2014-09-05,ST593,SUP007,OFF-PA-10000482,18,20.69,2014-09-10,2014-09-14,Late,372.42
PUR001289,2014-09-05,ST543,SUP011,TEC-PH-10002170,12,50.25,2014-09-12,2014-09-14,Late,603.0
PUR001290,2014-09-05,ST314,SUP003,OFF-PA-10001815,16,24.0,2014-09-09,2014-09-14,Late,384.0
PUR001291,2014-09-05,ST296,SUP006,FUR-TA-10002903,10,186.59,2014-09-08,2014-09-08,On Time,1865.9
PUR001292,2014-09-05,ST165,SUP003,TEC-CO-10000971,13,200.94,2014-09-12,2014-09-13,Late,2612.22
PUR001293,2014-09-05,ST158,SUP014,TEC-MA-10003979,7,390.78,2014-09-09,2014-09-09,On Time,2735.46
PUR001294,2014-09-05,ST589,SUP006,OFF-BI-10003650,5,248.41,2014-09-09,2014-09-11,Late,1242.05
PUR001295,2014-09-05,ST576,SUP004,TEC-AC-10004510,10,14.34,2014-09-08,2014-09-12,Late,143.4
PUR001296,2014-09-05,ST382,SUP003,TEC-CO-10001046,12,421.8,2014-09-11,2014-09-14,Late,5061.6
PUR001297,2014-09-05,ST026,SUP002,OFF-PA-10000100,7,21.05,2014-09-11,2014-09-13,Late,147.35
PUR001298,2014-09-05,ST328,SUP015,OFF-ST-10001325,6,8.34,2014-09-09,2014-09-08,Early,50.04
PUR001299,2014-09-05,ST303,SUP006,FUR-FU-10004415,19,3.39,2014-09-11,2014-09-12,Late,64.41
PUR001300,2014-09-05,ST579,SUP013,FUR-TA-10001095,20,142.28,2014-09-11,2014-09-12,Late,2845.6
PUR001301,2014-09-05,ST042,SUP015,OFF-PA-10002137,5,4.48,2014-09-09,2014-09-13,Late,22.400000000000002
PUR001302,2014-09-05,ST412,SUP001,OFF-BI-10004001,19,8.5,2014-09-12,2014-09-17,Late,161.5
PUR001303,2014-09-05,ST335,SUP002,TEC-AC-10001142,9,70.33,2014-09-08,2014-09-11,Late,632.97
PUR001304,2014-09-05,ST285,SUP004,OFF-BI-10000848,8,3.0,2014-09-09,2014-09-08,Early,24.0
PUR001305,2014-09-05,ST090,SUP008,OFF-LA-10000134,4,1.61,2014-09-12,2014-09-14,Late,6.44
PUR001306,2014-09-05,ST620,SUP010,OFF-PA-10001593,8,3.28,2014-09-12,2014-09-11,Early,26.24
PUR001307,2014-09-05,ST438,SUP012,FUR-BO-10003450,13,52.25,2014-09-10,2014-09-12,Late,679.25
PUR001308,2014-09-05,ST360,SUP006,FUR-CH-10000422,13,68.97,2014-09-10,2014-09-12,Late,896.61
PUR001309,2014-09-05,ST455,SUP012,OFF-LA-10002034,19,2.3,2014-09-11,2014-09-16,Late,43.699999999999996
PUR001310,2014-09-05,ST435,SUP013,OFF-PA-10003395,16,52.22,2014-09-11,2014-09-11,On Time,835.52
PUR001311,2014-09-05,ST213,SUP003,FUR-FU-10001889,20,7.19,2014-09-10,2014-09-12,Late,143.8
PUR001312,2014-09-05,ST605,SUP002,OFF-LA-10001613,18,1.61,2014-09-11,2014-09-10,Early,28.98
PUR001313,2014-09-05,ST280,SUP015,OFF-ST-10001496,2,130.93,2014-09-11,2014-09-11,On Time,261.86
PUR001314,2014-09-05,ST141,SUP010,OFF-BI-10004224,19,36.72,2014-09-09,2014-09-09,On Time,697.68
PUR001315,2014-09-05,ST044,SUP008,TEC-PH-10000895,14,127.58,2014-09-10,2014-09-15,Late,1786.12
PUR001316,2014-09-05,ST475,SUP009,FUR-FU-10000277,20,76.92,2014-09-09,2014-09-08,Early,1538.4
PUR001317,2014-09-05,ST484,SUP005,OFF-AR-10004511,2,2.75,2014-09-08,2014-09-12,Late,5.5
PUR001318,2014-09-05,ST251,SUP008,OFF-PA-10002230,11,2.5,2014-09-08,2014-09-07,Early,27.5
PUR001319,2014-09-05,ST614,SUP002,OFF-BI-10001132,10,2.74,2014-09-10,2014-09-13,Late,27.400000000000002
PUR001320,2014-09-05,ST265,SUP014,TEC-PH-10001552,17,8.72,2014-09-11,2014-09-15,Late,148.24
PUR001321,2014-09-05,ST590,SUP012,OFF-PA-10000806,5,27.83,2014-09-08,2014-09-13,Late,139.14999999999998
PUR001322,2014-09-05,ST150,SUP001,FUR-BO-10003546,10,70.63,2014-09-10,2014-09-12,Late,706.3
